model,variant,color,fuel_type,transmission,price,manufacture_date,sale_date,state,mileage,engine_capacity,battery_capacity,charging_time,seating_capacity,ground_clearance,boot_space
Tesla Model S,Standard Range,Ultra Red,Electric,Automatic,127875.9,2024-12-07,2025-02-06,Connecticut,345.4,0,71.5,9.6,5,168.8,617
Tesla Cybertruck,Performance,Pearl White,Electric,Automatic,55430.34,2024-07-11,2024-08-28,Texas,374.3,0,88.5,8.9,5,157.3,590
Tesla Model S,Standard Range,Midnight Silver Metallic,Electric,Automatic,103705.97,2025-01-11,2025-02-08,New Jersey,375.2,0,69.4,7.4,5,159.5,507
Tesla Roadster,Standard Range,Midnight Silver Metallic,Electric,Automatic,206758.45,2024-12-21,2025-03-13,Oregon,558.4,0,64.1,5.4,5,150.0,535
Tesla Model X,Long Range,Midnight Silver Metallic,Electric,Automatic,91971.98,2023-05-09,2023-07-24,Arizona,335.1,0,68.1,1.4,7,160.1,671
Tesla Roadster,Long Range,Midnight Silver Metallic,Electric,Automatic,220331.3,2025-02-08,2025-02-10,Massachusetts,589.1,0,93.2,10.8,5,165.9,516
Tesla Model S,Performance,Pearl White,Electric,Automatic,115955.38,2024-08-19,2024-10-29,Connecticut,350.8,0,74.0,3.7,5,151.3,528
Tesla Roadster,Standard Range,Pearl White,Electric,Automatic,244544.31,2023-12-24,2024-03-03,Virginia,598.6,0,65.7,8.0,5,165.5,497
Tesla Model Y,Plaid,Stealth Grey,Electric,Automatic,67763.02,2023-07-14,2023-09-03,Illinois,316.9,0,97.8,3.3,7,147.8,847
Tesla Model S,Performance,Solid Black,Electric,Automatic,102757.99,2025-03-27,2025-05-03,California,337.2,0,75.0,4.9,5,153.1,434
Tesla Model 3,Plaid,Stealth Grey,Electric,Automatic,39903.68,2023-05-11,2023-05-21,Massachusetts,276.4,0,65.5,8.7,5,167.3,560
Tesla Cybertruck,Long Range,Stealth Grey,Electric,Automatic,63296.96,2024-10-28,2024-11-28,Colorado,263.6,0,68.5,8.6,5,148.5,538
Tesla Cybertruck,Performance,Midnight Silver Metallic,Electric,Automatic,56449.49,2024-03-07,2024-04-30,Virginia,396.2,0,95.8,11.0,5,164.2,470
Tesla Cybertruck,Plaid,Deep Blue Metallic,Electric,Automatic,62094.73,2023-10-11,2023-10-14,Texas,345.7,0,66.5,2.6,5,154.8,596
Tesla Roadster,Long Range,Midnight Silver Metallic,Electric,Automatic,224792.33,2024-06-19,2024-07-16,Virginia,449.0,0,65.1,5.6,5,142.9,641
Tesla Model X,Standard Range,Solid Black,Electric,Automatic,106791.82,2023-12-05,2024-01-03,California,346.1,0,99.1,6.3,7,165.6,587
Tesla Model X,Standard Range,Ultra Red,Electric,Automatic,135897.97,2025-02-17,2025-03-03,Arizona,309.9,0,96.9,6.5,7,152.0,527
Tesla Model X,Standard Range,Stealth Grey,Electric,Automatic,92829.48,2024-12-30,2025-03-27,Arizona,329.3,0,95.9,7.1,7,156.0,809
Tesla Model X,Long Range,Ultra Red,Electric,Automatic,128035.51,2025-03-06,2025-04-13,Connecticut,345.4,0,61.2,5.4,7,145.5,438
Tesla Model Y,Long Range,Pearl White,Electric,Automatic,45818.98,2024-09-28,2024-10-02,Arizona,315.5,0,60.3,0.6,7,144.6,642
Tesla Model S,Long Range,Pearl White,Electric,Automatic,78597.48,2023-11-27,2024-01-22,Arizona,343.2,0,64.8,4.2,5,169.9,616
Tesla Roadster,Long Range,Stealth Grey,Electric,Automatic,235191.66,2023-10-16,2023-11-19,Colorado,600.8,0,86.6,9.7,5,140.7,603
Tesla Cybertruck,Plaid,Pearl White,Electric,Automatic,63197.56,2024-03-24,2024-03-26,Illinois,269.4,0,70.2,2.9,5,163.1,495
Tesla Cybertruck,Performance,Pearl White,Electric,Automatic,63271.75,2024-05-12,2024-06-04,Connecticut,298.3,0,70.2,11.7,5,159.0,426
Tesla Roadster,Standard Range,Deep Blue Metallic,Electric,Automatic,201475.53,2025-02-03,2025-03-06,Virginia,447.0,0,78.6,3.5,5,146.7,489
Tesla Model X,Long Range,Deep Blue Metallic,Electric,Automatic,95928.51,2024-04-18,2024-06-02,Texas,312.3,0,95.1,11.3,7,169.9,626
Tesla Roadster,Performance,Deep Blue Metallic,Electric,Automatic,227830.29,2024-02-01,2024-04-07,Colorado,531.0,0,72.5,2.5,5,166.6,487
Tesla Roadster,Standard Range,Ultra Red,Electric,Automatic,216639.85,2024-06-25,2024-08-08,Virginia,454.9,0,68.8,2.2,5,141.7,637
Tesla Model Y,Performance,Solid Black,Electric,Automatic,47843.97,2024-07-23,2024-09-27,Oregon,297.7,0,82.3,1.3,7,167.8,458
Tesla Roadster,Long Range,Solid Black,Electric,Automatic,234540.3,2024-10-09,2024-10-28,Washington,400.5,0,94.6,6.3,5,144.5,609
Tesla Model S,Performance,Stealth Grey,Electric,Automatic,101868.68,2023-09-08,2023-11-13,New Jersey,337.0,0,79.9,9.3,5,158.7,431
Tesla Model S,Standard Range,Midnight Silver Metallic,Electric,Automatic,90224.85,2025-01-18,2025-04-10,Florida,385.2,0,84.3,3.6,5,160.1,574
Tesla Model X,Long Range,Deep Blue Metallic,Electric,Automatic,136005.16,2025-03-06,2025-04-05,California,342.1,0,79.6,1.5,7,157.6,530
Tesla Roadster,Performance,Red Multi-Coat,Electric,Automatic,223004.58,2025-02-01,2025-02-08,Oregon,440.8,0,92.9,0.6,5,166.0,490
Tesla Model Y,Plaid,Red Multi-Coat,Electric,Automatic,59377.39,2025-02-23,2025-04-23,New York,309.6,0,74.6,10.8,7,160.2,445
Tesla Model Y,Plaid,Red Multi-Coat,Electric,Automatic,62181.89,2024-11-24,2025-02-20,Connecticut,315.6,0,96.9,6.8,7,154.1,805
Tesla Model Y,Standard Range,Red Multi-Coat,Electric,Automatic,69607.77,2024-11-22,2024-12-28,Massachusetts,324.8,0,85.7,11.0,7,153.1,758
Tesla Cybertruck,Long Range,Red Multi-Coat,Electric,Automatic,53157.4,2023-03-29,2023-05-22,Arizona,499.7,0,88.8,1.7,5,140.2,610
Tesla Model Y,Plaid,Midnight Silver Metallic,Electric,Automatic,64671.75,2023-07-27,2023-08-15,Colorado,283.3,0,68.8,11.3,7,140.7,774
Tesla Model Y,Plaid,Pearl White,Electric,Automatic,49694.41,2025-01-30,2025-02-08,Virginia,327.8,0,98.6,6.3,7,162.2,566
Tesla Cybertruck,Plaid,Pearl White,Electric,Automatic,61995.11,2023-07-02,2023-08-03,Oregon,250.7,0,72.4,9.2,5,153.6,587
Tesla Model 3,Performance,Stealth Grey,Electric,Automatic,39299.96,2023-08-13,2023-08-20,Colorado,268.8,0,77.3,10.0,5,141.5,540
Tesla Model 3,Plaid,Red Multi-Coat,Electric,Automatic,41388.94,2024-12-12,2025-02-21,Nevada,279.7,0,75.5,10.7,5,149.5,528
Tesla Model 3,Plaid,Midnight Silver Metallic,Electric,Automatic,46383.01,2024-01-11,2024-02-10,Connecticut,287.2,0,96.1,9.6,5,152.9,492
Tesla Roadster,Long Range,Red Multi-Coat,Electric,Automatic,233917.16,2024-11-25,2025-01-09,New York,571.7,0,96.5,10.0,5,161.2,572
Tesla Roadster,Plaid,Stealth Grey,Electric,Automatic,203926.22,2023-12-02,2023-12-29,New Jersey,507.6,0,92.1,5.7,5,160.6,530
Tesla Roadster,Plaid,Ultra Red,Electric,Automatic,204822.59,2024-11-15,2024-11-25,Texas,424.6,0,69.0,1.5,5,158.7,489
Tesla Model Y,Performance,Red Multi-Coat,Electric,Automatic,58096.29,2025-03-15,2025-04-30,Washington,329.4,0,91.7,8.2,7,144.4,745
Tesla Model 3,Standard Range,Solid Black,Electric,Automatic,50102.08,2024-06-09,2024-09-01,Texas,319.8,0,94.5,5.8,5,140.8,527
Tesla Model Y,Performance,Deep Blue Metallic,Electric,Automatic,53824.07,2024-08-10,2024-10-02,Colorado,322.5,0,62.9,7.5,7,154.8,632
Tesla Roadster,Plaid,Ultra Red,Electric,Automatic,201368.84,2023-05-25,2023-07-16,Texas,505.7,0,79.9,3.2,5,169.9,620
Tesla Model X,Long Range,Solid Black,Electric,Automatic,87269.62,2024-01-14,2024-02-04,Connecticut,311.6,0,99.8,8.5,7,161.7,848
Tesla Cybertruck,Plaid,Stealth Grey,Electric,Automatic,76057.88,2023-09-12,2023-11-29,Washington,388.8,0,98.3,11.3,5,162.8,432
Tesla Model S,Standard Range,Ultra Red,Electric,Automatic,102981.67,2023-10-18,2023-12-02,New York,331.7,0,89.4,0.7,5,155.0,564
Tesla Model Y,Standard Range,Red Multi-Coat,Electric,Automatic,57247.31,2023-12-26,2024-01-12,California,260.6,0,63.7,3.2,7,147.9,689
Tesla Model Y,Standard Range,Pearl White,Electric,Automatic,65725.92,2023-10-27,2023-10-29,Virginia,323.7,0,76.7,10.8,7,165.0,471
Tesla Model S,Standard Range,Stealth Grey,Electric,Automatic,90908.13,2024-01-27,2024-03-06,Arizona,336.3,0,98.3,7.2,5,165.7,599
Tesla Cybertruck,Performance,Ultra Red,Electric,Automatic,53194.08,2024-12-29,2025-02-25,Virginia,408.3,0,99.9,11.5,5,151.6,598
Tesla Model S,Long Range,Stealth Grey,Electric,Automatic,107913.62,2024-09-14,2024-10-22,Illinois,386.2,0,79.9,5.4,5,153.1,468
Tesla Model X,Plaid,Pearl White,Electric,Automatic,82711.28,2024-06-15,2024-06-23,Massachusetts,344.9,0,90.3,4.3,7,157.4,677
Tesla Model 3,Performance,Red Multi-Coat,Electric,Automatic,41513.98,2023-10-26,2024-01-23,Illinois,287.8,0,67.4,6.3,5,147.4,639
Tesla Model 3,Plaid,Stealth Grey,Electric,Automatic,45445.56,2023-11-20,2024-01-04,Washington,283.9,0,74.0,6.8,5,151.8,560
Tesla Model 3,Performance,Stealth Grey,Electric,Automatic,51086.44,2025-01-23,2025-04-22,Connecticut,304.5,0,69.4,2.9,5,161.4,561
Tesla Model 3,Performance,Pearl White,Electric,Automatic,40947.35,2023-09-20,2023-10-18,New York,292.8,0,64.4,8.9,5,159.0,449
Tesla Roadster,Performance,Red Multi-Coat,Electric,Automatic,213298.36,2024-12-08,2025-03-08,Illinois,454.4,0,63.6,3.7,5,149.7,491
Tesla Model X,Performance,Ultra Red,Electric,Automatic,91996.44,2024-05-14,2024-07-18,Oregon,307.3,0,83.2,10.1,7,142.5,648
Tesla Model 3,Performance,Stealth Grey,Electric,Automatic,47271.34,2024-03-02,2024-04-23,New York,288.1,0,72.7,2.4,5,140.6,561
Tesla Model Y,Standard Range,Red Multi-Coat,Electric,Automatic,66752.87,2023-07-21,2023-09-01,New Jersey,306.3,0,90.3,3.6,7,163.9,869
Tesla Model Y,Standard Range,Stealth Grey,Electric,Automatic,53315.27,2024-08-01,2024-08-11,New Jersey,294.1,0,99.5,5.0,7,161.9,478
Tesla Model 3,Long Range,Deep Blue Metallic,Electric,Automatic,50407.04,2024-11-13,2024-12-17,Maryland,290.1,0,93.5,11.0,5,158.7,525
Tesla Model 3,Long Range,Red Multi-Coat,Electric,Automatic,52156.7,2024-12-17,2024-12-30,Virginia,293.9,0,65.8,9.0,5,145.6,643
Tesla Model Y,Standard Range,Stealth Grey,Electric,Automatic,52485.19,2024-08-28,2024-09-04,Colorado,312.7,0,61.4,3.5,7,146.5,735
Tesla Cybertruck,Plaid,Pearl White,Electric,Automatic,78386.6,2025-02-10,2025-03-25,Massachusetts,295.2,0,90.3,3.1,5,143.0,466
Tesla Model Y,Long Range,Ultra Red,Electric,Automatic,45981.84,2023-07-28,2023-10-14,Virginia,314.0,0,79.8,8.6,7,168.7,543
Tesla Model 3,Standard Range,Midnight Silver Metallic,Electric,Automatic,53954.26,2024-03-24,2024-05-27,California,324.8,0,84.3,8.3,5,143.4,504
Tesla Model 3,Long Range,Solid Black,Electric,Automatic,52053.96,2024-04-13,2024-04-29,Arizona,306.9,0,82.7,7.5,5,154.8,631
Tesla Model S,Performance,Midnight Silver Metallic,Electric,Automatic,85614.85,2024-03-30,2024-04-20,Connecticut,402.5,0,69.2,1.9,5,152.8,508
Tesla Model Y,Performance,Red Multi-Coat,Electric,Automatic,69805.4,2024-09-04,2024-11-08,California,262.7,0,83.2,0.8,7,153.7,670
Tesla Cybertruck,Standard Range,Deep Blue Metallic,Electric,Automatic,59052.05,2024-06-23,2024-07-26,Virginia,349.3,0,61.3,0.6,5,159.6,438
Tesla Model X,Performance,Stealth Grey,Electric,Automatic,83570.75,2024-11-13,2024-12-19,Florida,306.5,0,90.3,11.2,7,146.5,610
Tesla Model 3,Plaid,Pearl White,Electric,Automatic,41208.66,2024-02-20,2024-05-01,Illinois,298.4,0,90.2,5.9,5,152.0,593
Tesla Roadster,Performance,Midnight Silver Metallic,Electric,Automatic,226737.74,2024-02-10,2024-03-26,Virginia,413.9,0,80.9,4.7,5,146.7,588
Tesla Model Y,Long Range,Deep Blue Metallic,Electric,Automatic,60532.27,2024-11-29,2025-01-27,Florida,311.1,0,92.4,2.4,7,157.9,459
Tesla Model Y,Standard Range,Solid Black,Electric,Automatic,44775.79,2025-03-26,2025-06-01,Oregon,288.3,0,68.9,4.7,7,146.5,579
Tesla Model X,Standard Range,Solid Black,Electric,Automatic,123519.52,2024-12-26,2025-01-27,Massachusetts,337.7,0,78.6,7.2,7,160.3,622
Tesla Cybertruck,Plaid,Red Multi-Coat,Electric,Automatic,52576.95,2024-12-25,2024-12-30,Nevada,347.0,0,63.2,4.6,5,141.7,578
Tesla Model 3,Standard Range,Stealth Grey,Electric,Automatic,43843.39,2024-08-19,2024-11-01,Illinois,312.9,0,75.7,9.3,5,164.2,613
Tesla Model Y,Long Range,Stealth Grey,Electric,Automatic,50393.7,2024-04-09,2024-04-16,Maryland,308.5,0,92.3,6.2,7,142.7,580
Tesla Model Y,Plaid,Pearl White,Electric,Automatic,57467.69,2024-03-08,2024-05-12,Texas,264.8,0,74.7,9.3,7,149.9,814
Tesla Model X,Plaid,Midnight Silver Metallic,Electric,Automatic,133670.52,2024-11-15,2024-12-31,New Jersey,315.8,0,67.8,1.1,7,144.1,674
Tesla Model S,Standard Range,Red Multi-Coat,Electric,Automatic,84091.06,2025-03-19,2025-04-18,Connecticut,332.8,0,62.5,6.9,5,161.5,448
Tesla Model Y,Plaid,Ultra Red,Electric,Automatic,45268.02,2023-08-02,2023-10-14,Virginia,280.5,0,88.7,8.9,7,166.7,452
Tesla Roadster,Performance,Ultra Red,Electric,Automatic,223032.52,2024-12-28,2025-02-28,New Jersey,413.4,0,66.3,2.1,5,148.7,642
Tesla Model Y,Standard Range,Stealth Grey,Electric,Automatic,55426.24,2024-04-18,2024-05-31,Washington,282.0,0,69.3,4.4,7,151.4,848
Tesla Model 3,Standard Range,Deep Blue Metallic,Electric,Automatic,51169.2,2023-06-24,2023-09-01,New York,278.1,0,63.1,9.9,5,169.4,543
Tesla Model 3,Plaid,Pearl White,Electric,Automatic,46598.71,2023-09-25,2023-11-30,New York,276.9,0,73.1,5.6,5,149.3,627
Tesla Model X,Performance,Pearl White,Electric,Automatic,129101.8,2023-08-16,2023-08-25,Colorado,347.2,0,62.1,6.7,7,144.5,478
Tesla Roadster,Plaid,Deep Blue Metallic,Electric,Automatic,245920.72,2024-07-31,2024-09-22,Connecticut,535.1,0,72.1,5.0,5,154.9,627
Tesla Cybertruck,Plaid,Ultra Red,Electric,Automatic,58339.74,2024-11-11,2025-01-16,Texas,325.9,0,96.3,8.0,5,158.6,584
Tesla Cybertruck,Performance,Ultra Red,Electric,Automatic,66540.48,2024-03-12,2024-04-02,Illinois,401.2,0,86.7,4.9,5,158.9,599
Tesla Model X,Standard Range,Midnight Silver Metallic,Electric,Automatic,115860.66,2023-09-18,2023-12-12,California,323.1,0,88.6,9.7,7,141.6,471
Tesla Model X,Long Range,Stealth Grey,Electric,Automatic,113237.8,2023-11-19,2023-12-20,Washington,312.3,0,96.9,4.2,7,169.0,598
Tesla Model X,Performance,Ultra Red,Electric,Automatic,119527.68,2024-08-02,2024-08-03,Washington,339.4,0,96.9,9.3,7,143.3,668
Tesla Model X,Plaid,Solid Black,Electric,Automatic,92062.42,2025-02-18,2025-03-29,Virginia,336.3,0,68.7,7.2,7,154.1,709
Tesla Cybertruck,Standard Range,Solid Black,Electric,Automatic,62591.82,2024-04-27,2024-06-23,Texas,408.9,0,76.6,10.1,5,166.1,629
Tesla Model S,Long Range,Midnight Silver Metallic,Electric,Automatic,129057.46,2023-04-14,2023-06-12,Arizona,397.9,0,79.3,10.7,5,161.4,505
Tesla Model S,Performance,Midnight Silver Metallic,Electric,Automatic,119680.67,2023-06-19,2023-09-11,Connecticut,350.2,0,98.2,2.0,5,155.0,495
Tesla Cybertruck,Long Range,Deep Blue Metallic,Electric,Automatic,78036.72,2023-11-14,2024-02-06,Colorado,422.4,0,92.7,10.1,5,162.6,523
Tesla Cybertruck,Performance,Pearl White,Electric,Automatic,76117.28,2024-11-05,2024-12-16,Arizona,463.1,0,95.3,9.8,5,159.3,533
Tesla Model X,Plaid,Solid Black,Electric,Automatic,95789.5,2023-11-25,2024-02-12,New Jersey,312.3,0,78.5,10.1,7,156.9,709
Tesla Model S,Performance,Midnight Silver Metallic,Electric,Automatic,102907.21,2024-01-02,2024-02-17,Massachusetts,351.2,0,77.8,9.9,5,164.5,510
Tesla Model Y,Standard Range,Pearl White,Electric,Automatic,47861.16,2024-12-16,2025-03-08,California,292.6,0,75.7,2.4,7,152.5,870
Tesla Model 3,Plaid,Midnight Silver Metallic,Electric,Automatic,48094.83,2023-10-24,2023-11-27,Washington,310.2,0,98.4,5.3,5,162.7,527
Tesla Cybertruck,Long Range,Red Multi-Coat,Electric,Automatic,52232.93,2025-03-02,2025-05-20,Texas,258.0,0,97.4,2.5,5,157.6,492
Tesla Model S,Long Range,Stealth Grey,Electric,Automatic,87805.52,2024-07-08,2024-07-13,Florida,342.9,0,70.9,2.7,5,163.3,470
Tesla Model Y,Standard Range,Midnight Silver Metallic,Electric,Automatic,65558.34,2024-12-14,2025-01-06,Florida,279.7,0,72.3,7.5,7,166.8,473
Tesla Model Y,Performance,Red Multi-Coat,Electric,Automatic,50921.54,2024-10-28,2024-12-27,Texas,325.9,0,93.1,0.8,7,146.6,873
Tesla Model S,Plaid,Midnight Silver Metallic,Electric,Automatic,127181.34,2023-11-17,2023-12-05,California,403.6,0,64.5,6.0,5,146.7,601
Tesla Model 3,Plaid,Pearl White,Electric,Automatic,45440.85,2024-02-06,2024-03-17,Oregon,276.6,0,93.9,5.5,5,155.1,467
Tesla Model 3,Plaid,Solid Black,Electric,Automatic,49706.85,2024-11-08,2025-01-15,Texas,314.4,0,61.2,9.2,5,150.6,575
Tesla Cybertruck,Standard Range,Midnight Silver Metallic,Electric,Automatic,62892.14,2025-01-26,2025-04-06,Maryland,279.7,0,96.7,9.8,5,164.6,577
Tesla Roadster,Long Range,Pearl White,Electric,Automatic,212718.12,2024-08-20,2024-09-02,Oregon,430.0,0,76.3,11.5,5,143.2,563
Tesla Model 3,Plaid,Ultra Red,Electric,Automatic,42437.63,2024-04-28,2024-06-28,Arizona,284.4,0,69.1,11.9,5,155.2,640
Tesla Model X,Plaid,Deep Blue Metallic,Electric,Automatic,86500.83,2025-02-28,2025-05-02,Nevada,328.6,0,76.9,7.0,7,152.1,595
Tesla Roadster,Plaid,Solid Black,Electric,Automatic,200598.27,2023-10-02,2023-10-23,Massachusetts,417.2,0,73.2,3.0,5,162.9,646
Tesla Roadster,Performance,Midnight Silver Metallic,Electric,Automatic,236904.02,2024-05-01,2024-07-07,Maryland,602.5,0,72.4,1.0,5,144.8,516
Tesla Model 3,Long Range,Solid Black,Electric,Automatic,42731.63,2024-11-06,2025-01-20,Florida,274.1,0,72.2,5.3,5,162.4,544
Tesla Model S,Plaid,Midnight Silver Metallic,Electric,Automatic,111763.01,2025-03-05,2025-06-02,New York,332.1,0,77.2,10.3,5,146.8,587
Tesla Model S,Standard Range,Deep Blue Metallic,Electric,Automatic,99177.97,2024-05-20,2024-05-27,Massachusetts,371.0,0,76.7,0.5,5,156.5,549
Tesla Roadster,Plaid,Stealth Grey,Electric,Automatic,214574.94,2024-03-23,2024-06-10,Arizona,521.7,0,91.2,2.4,5,164.5,471
Tesla Model 3,Performance,Ultra Red,Electric,Automatic,40152.92,2023-07-10,2023-08-22,Nevada,276.4,0,66.5,11.3,5,162.9,514
Tesla Cybertruck,Plaid,Deep Blue Metallic,Electric,Automatic,55437.44,2023-11-22,2024-01-18,Illinois,264.2,0,71.0,3.0,5,170.0,467
Tesla Model 3,Performance,Deep Blue Metallic,Electric,Automatic,45425.81,2024-01-03,2024-02-02,Texas,282.2,0,80.8,1.4,5,162.7,628
Tesla Model X,Performance,Midnight Silver Metallic,Electric,Automatic,121998.22,2025-03-14,2025-05-14,California,325.4,0,96.9,3.8,7,157.3,720
Tesla Model Y,Long Range,Pearl White,Electric,Automatic,60870.83,2023-04-22,2023-05-22,Oregon,279.0,0,97.8,2.6,7,141.0,840
Tesla Cybertruck,Performance,Stealth Grey,Electric,Automatic,63357.54,2023-09-10,2023-10-24,California,461.3,0,76.6,1.7,5,140.9,438
Tesla Model S,Standard Range,Ultra Red,Electric,Automatic,82537.37,2024-08-09,2024-10-20,Nevada,339.5,0,76.3,4.4,5,154.4,632
Tesla Model 3,Performance,Red Multi-Coat,Electric,Automatic,43586.03,2024-12-19,2025-01-10,New York,278.0,0,86.6,11.6,5,140.3,646
Tesla Model S,Performance,Deep Blue Metallic,Electric,Automatic,129737.23,2023-09-24,2023-11-16,California,332.9,0,70.2,1.6,5,152.7,513
Tesla Model X,Plaid,Deep Blue Metallic,Electric,Automatic,92868.35,2023-04-30,2023-05-07,Texas,321.4,0,80.4,2.5,7,158.9,594
Tesla Model S,Long Range,Red Multi-Coat,Electric,Automatic,100437.95,2024-09-05,2024-10-12,Illinois,328.1,0,90.1,3.5,5,147.0,555
Tesla Model 3,Plaid,Deep Blue Metallic,Electric,Automatic,51526.24,2024-06-15,2024-06-22,Illinois,318.3,0,93.6,1.2,5,155.5,527
Tesla Model Y,Plaid,Ultra Red,Electric,Automatic,54761.27,2024-08-05,2024-08-25,Massachusetts,325.0,0,73.4,9.6,7,146.0,583
Tesla Model 3,Long Range,Solid Black,Electric,Automatic,43635.58,2023-08-27,2023-09-17,Oregon,295.5,0,65.6,6.6,5,147.7,442
Tesla Model 3,Long Range,Stealth Grey,Electric,Automatic,41383.11,2024-10-18,2024-11-29,Colorado,290.0,0,82.9,0.8,5,156.8,619
Tesla Model Y,Standard Range,Stealth Grey,Electric,Automatic,66758.85,2025-01-15,2025-04-02,Oregon,262.3,0,87.4,9.5,7,155.3,522
Tesla Roadster,Plaid,Stealth Grey,Electric,Automatic,247041.03,2024-02-08,2024-03-31,Connecticut,431.3,0,64.2,9.2,5,155.0,638
Tesla Model 3,Standard Range,Ultra Red,Electric,Automatic,51702.55,2023-09-21,2023-12-15,Oregon,307.2,0,64.6,10.2,5,164.7,608
Tesla Model X,Long Range,Solid Black,Electric,Automatic,88404.98,2024-05-11,2024-05-15,California,323.0,0,67.7,6.9,7,144.2,812
Tesla Roadster,Plaid,Solid Black,Electric,Automatic,241379.12,2025-01-14,2025-03-15,Massachusetts,613.0,0,63.6,4.0,5,156.4,523
Tesla Model S,Performance,Solid Black,Electric,Automatic,113482.17,2024-09-06,2024-12-05,Illinois,365.7,0,69.1,2.8,5,142.7,469
Tesla Roadster,Performance,Solid Black,Electric,Automatic,208045.95,2023-04-13,2023-05-02,Nevada,618.2,0,89.8,10.1,5,145.9,466
Tesla Model X,Plaid,Deep Blue Metallic,Electric,Automatic,89514.2,2023-06-10,2023-08-17,Maryland,346.7,0,97.2,4.5,7,167.2,765
Tesla Model X,Plaid,Midnight Silver Metallic,Electric,Automatic,102591.75,2024-08-09,2024-10-06,Colorado,324.5,0,67.4,3.7,7,142.6,449
Tesla Model X,Performance,Ultra Red,Electric,Automatic,93103.15,2025-02-15,2025-04-12,Arizona,340.5,0,85.4,5.6,7,157.6,563
Tesla Model S,Performance,Pearl White,Electric,Automatic,99405.08,2024-06-16,2024-08-06,Illinois,403.8,0,81.2,7.6,5,143.2,517
Tesla Model X,Long Range,Red Multi-Coat,Electric,Automatic,84469.02,2023-10-09,2023-11-13,Illinois,345.1,0,82.9,9.6,7,143.6,669
Tesla Model 3,Standard Range,Ultra Red,Electric,Automatic,49294.09,2024-09-30,2024-12-10,Arizona,294.1,0,67.0,1.1,5,165.6,581
Tesla Model 3,Long Range,Pearl White,Electric,Automatic,48698.51,2024-11-25,2025-01-31,Florida,306.6,0,66.9,0.6,5,155.1,523
Tesla Model Y,Performance,Ultra Red,Electric,Automatic,48402.42,2025-01-17,2025-02-24,Texas,302.2,0,64.1,2.8,7,143.8,631
Tesla Roadster,Long Range,Red Multi-Coat,Electric,Automatic,210321.28,2024-01-02,2024-02-25,California,518.5,0,100.0,9.3,5,159.6,638
Tesla Model S,Plaid,Deep Blue Metallic,Electric,Automatic,94530.47,2025-02-14,2025-03-26,Massachusetts,347.9,0,75.0,9.8,5,142.2,524
Tesla Model S,Long Range,Ultra Red,Electric,Automatic,76595.02,2024-02-29,2024-03-21,Colorado,337.9,0,83.0,11.0,5,146.5,506
Tesla Model Y,Long Range,Stealth Grey,Electric,Automatic,55956.52,2023-06-11,2023-06-13,Nevada,307.9,0,62.2,7.9,7,150.6,729
Tesla Model Y,Standard Range,Stealth Grey,Electric,Automatic,45146.02,2023-04-14,2023-05-25,New Jersey,294.6,0,65.5,3.5,7,166.0,824
Tesla Roadster,Plaid,Deep Blue Metallic,Electric,Automatic,241155.18,2023-12-15,2023-12-22,New York,488.4,0,76.6,9.5,5,170.0,452
Tesla Model Y,Performance,Pearl White,Electric,Automatic,60104.35,2024-11-02,2024-12-06,Texas,302.6,0,89.0,9.8,7,154.5,848
Tesla Model 3,Performance,Ultra Red,Electric,Automatic,49518.79,2023-05-13,2023-05-20,California,330.2,0,86.9,10.5,5,141.2,461
Tesla Model S,Standard Range,Red Multi-Coat,Electric,Automatic,76856.97,2024-02-09,2024-04-14,Florida,400.4,0,76.7,11.8,5,160.0,512
